Hướng;Đường trước nhà(m);Loại BDS;Pháp lý;Số lầu;Số phòng ngủ;Giá(Tỷ);Diện tích(m2);Địa chỉ;Tỉnh/ Thành phố;Quận/ Huyện;Mật độ dân số (người/km²);GDPD(%)
_;40.0;1;1;5;4;28.5;75.0; Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;12.0;1;1;4;4;9.2;75.0; Đường Lê Quý Đôn 2, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;9.0;1;1;3;5;9.3;120.0; Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;20.0;1;1;4;4;12.0;82.0; Phố Tô Hiến Thành, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;4;10.0;70.0; Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;30.0;1;1;2;2;11.0;53.0; Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;0;6;4;11.0;50.0; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;0;4;4;8.2;77.0; Đường Văn Phú, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;20.0;1;0;5;4;8.0;52.0; Đường Phan Chu Trinh, Phường Quang Trung, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;30.0;1;1;4;3;27.2;63.0; Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;5.0;2;1;4;5;5.35;50.0; Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
Đông;10.0;1;1;3;2;15.0;60.0; Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;3.0;2;0;3;2;1.85;20.0; 63/12 Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;1;1;9;9;0.09;1.0; Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;10.0;1;0;5;8;15.0;130.0; Đường Liên Xã, Thị trấn Núi Đèo, Huyện Thủy Nguyên, Hải Phòng;4;Thủy Nguyên;1.275;10.34
Tây Bắc;22.0;1;1;4;5;14.9;108.0; Đường Nguyễn Văn Cừ, Phường An Bình, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
Tây Bắc;13.0;1;1;1;5;4.3;80.0; Đường Nguyễn Công Mỹ, Phường Trần Thành Ngọ, Quận Kiến An, Hải Phòng;4;Kiến An;3.988;10.34
_;75.0;1;0;2;3;3.199;59.0; Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;10.0;2;0;3;4;12.0;100.0; Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;8.0;1;1;3;9;0.023;100.0; Phố Triệu Việt Vương, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;1;1;4;4;0.06;36.0; Phố Bà Triệu, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;10.0;1;1;3;3;0.07;80.0; Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;12.0;2;1;4;6;12.0;72.0; Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
Tây;20.0;1;1;4;4;20.5;133.0; Đường Nguyễn Văn Linh, Phường Tân Hưng, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;10.0;1;0;5;4;9.999;60.0; Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;5.0;2;0;2;3;8.8;120.0; Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;3.0;1;1;6;4;5.98;43.0; Đường  Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;15.0;1;0;6;10;45.0;170.0; Đường Lê Văn Việt, Phường Tăng Nhơn Phú B, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;20.0;0;1;4;5;21.0;145.0; Vân Trì - Đông Anh - Hà Nội Đường Võ Nguyên Giáp, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội;3;Đông Anh;2.186;6.27
_;6.0;1;1;6;4;22.0;68.0; Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;5.0;2;1;3;3;11.5;80.0; Đường Chu Huy Mân, Phường Long Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;3.0;1;0;4;5;4.7;39.0; Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
Tây;2.0;2;1;3;3;2.495;45.0; Đường Hồ Sen, Phường Dư Hàng Kênh, Quận Lê Chân, Hải Phòng;4;Lê Chân;18.467;10.34
Bắc;2.0;2;1;2;2;0.775;22.0; Đường Lê Lợi, Phường Lê Lợi, Quận Ngô Quyền, Hải Phòng;4;Ngô Quyền;14.629;10.34
Tây Bắc;14.0;0;0;3;6;16.8;192.0; Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;1;Bắc Ninh;2.999;-9.28
_;6.0;1;0;4;6;4.4;60.0; Đường An Thượng 14, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;6.0;1;0;5;4;11.0;55.0; Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;4.0;2;1;5;4;7.8;65.0; Đường Bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;4.0;2;1;4;3;3.8;35.0; Đường Hoàng Quốc Việt, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;4.0;2;1;4;3;3.38;35.0; Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;4.0;2;1;4;4;4.3;38.0; Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;4.0;2;1;4;3;3.4;27.0; Đường Hoàng Quốc Việt, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;4.0;2;0;4;3;7.8;80.0; Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;6.0;2;1;4;5;5.9;50.0; Đường Dương Cát Lợi, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh;7;Nhà Bè;2.06;5.81
Đông Nam;2.0;2;1;1;1;1.6;90.0; Đường Khúc Trì, Phường Ngọc Sơn, Quận Kiến An, Hải Phòng;4;Kiến An;3.988;10.34
_;5.0;2;0;4;3;9.8;67.0; Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Hồ Chí Minh;7;Phú Nhuận;33.461;5.81
_;10.0;1;1;1;5;16.5;141.0; Đường Bùi Thế Mỹ, Phường 10, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;5.0;2;1;1;3;2.25;100.0; Đường Ngô Quyền, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai;9;Long Khánh;893.0;5.3
_;5.0;2;1;3;4;3.7;48.0; Đường Trần Phú, Phường Xuân An, Thành phố Long Khánh, Đồng Nai;9;Long Khánh;893.0;5.3
_;10.0;1;1;3;3;5.0;52.0; Đường Nguyễn Bỉnh Khiêm, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
_;15.0;2;1;1;3;4.2;84.0; Đường Tăng Nhơn Phú, Phường Phước Long B, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;3.0;2;1;5;6;4.39;53.0; Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
Đông Nam;6.0;1;1;7;6;22.0;60.0; Phố Phùng Hưng, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
Tây Nam;20.0;1;1;5;4;25.0;60.0; Đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
Tây Nam;10.0;1;1;5;6;16.9;105.0; Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;20.0;1;1;5;6;10.5;83.0; Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;21.0;0;1;4;6;16.8;200.0; Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;6;23.0;120.0; Đường Nguyễn Xiển, Phường Định Công, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;20.0;1;1;6;6;33.0;113.0; Phố Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;25.0;0;1;4;4;23.0;87.0; Đường Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;9.0;2;1;4;6;19.5;134.0; Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;15.0;1;1;6;6;17.6;65.0; Phố Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;12.0;0;1;7;6;23.0;69.0; Phố Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;12.0;1;1;5;4;17.5;90.0; Phố Chùa Quỳnh, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
Tây Nam;22.0;0;1;6;13;25.5;156.0; Đường Lê Văn Thịnh, Phường Tiền An, Thành phố Bắc Ninh, Bắc Ninh;1;Bắc Ninh;2.999;-9.28
Đông Nam;8.0;1;1;3;3;2.6;62.0; Đường Nguyễn Lương Bằng, Phường Phù Liễn, Quận Kiến An, Hải Phòng;4;Kiến An;3.988;10.34
_;15.0;0;1;5;6;22.0;106.0; Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;50.0;1;1;8;6;35.0;176.0; Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;20.0;0;1;4;4;27.0;121.0; Đường Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;20.0;1;1;1;1;14.0;80.0; Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;4.0;2;0;2;2;1.68;16.0; Đường Bãi Sậy, Phường 8, Quận 6, Hồ Chí Minh;7;Quận 6;32.439;5.81
_;12.0;0;1;3;8;155.0;1.068; Đường Số 56, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;5.0;1;1;7;42;160.0;220.0; Phố Mã Mây, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;8.0;2;1;6;8;43.0;170.0; Đường Nguyễn Thông, Phường 9, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;40.0;1;1;2;2;26.0;78.0; Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;30.0;1;1;4;3;55.0;132.0; Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;40.0;1;1;4;3;40.0;118.0; Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;33.0;1;1;3;3;7.9;100.0; Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;15.0;1;1;5;6;72.0;320.0; Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;25.0;1;1;4;6;90.0;350.0; Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;32.0;1;1;5;5;73.0;150.0; Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;20.0;0;1;4;5;24.0;148.0; Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;5.0;1;1;4;4;15.0;250.0; Đường Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;64.0;1;1;4;6;55.9;195.0; Đường Trung Hòa, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;65.0;1;1;9;1;259.0;365.0; Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;64.0;0;1;5;10;78.0;175.0; Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;5.0;1;1;5;3;7.0;34.0; Đường Quan Thổ 1, Phường Cát Linh, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;1;1;6;4;15.2;75.0; 111 Phố Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;2;1;5;4;12.3;50.0; Phố Trần Quốc Hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;13.0;0;1;4;4;3.29;50.0; Đường Hùng Vương, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;30.0;1;1;9;4;18.6;45.0; Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;5.0;2;0;5;3;8.9;48.0; Đường Nguyễn An Ninh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;4.0;2;0;3;2;7.3;45.0; Hà Nội Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;20.0;1;1;2;20;150.0;906.0; Đường Hòa Bình, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;6.0;1;0;2;2;4.74;61.0; Đường Tôn Thất Thiệp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
Đông Bắc;10.0;1;1;4;4;3.5;48.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông;6.0;2;1;4;4;5.7;57.0; Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
Đông;6.0;2;1;3;3;4.1;44.0; Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
Bắc;6.0;2;1;4;4;4.68;48.0; Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;6.0;2;1;4;5;5.7;57.0; Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;6.0;2;1;4;4;5.999;54.0; Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
Đông Nam;20.0;1;1;4;4;10.5;90.0; Đường Lộ Tẻ, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;15.0;1;1;5;4;22.0;63.0; XX Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
_;25.0;1;1;3;6;19.0;182.0; Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;3.0;2;1;3;2;3.95;25.0; Đường Điện Biên Phủ, Phường 10, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;4.0;2;1;4;3;5.5;32.0; Đường Lý Nam Đế, Phường 7, Quận 11, Hồ Chí Minh;7;Quận 11;41.15;5.81
_;40.0;1;1;3;5;12.5;71.0; Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;10.0;0;1;4;5;13.5;100.0; Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;10.0;1;1;3;4;7.6;118.0; Đường Lê Tấn Trung., Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
_;5.0;2;0;4;4;5.35;45.0; Phố Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
Bắc;10.0;1;1;4;4;3.2;50.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;10.0;0;1;4;4;2.5;47.0; Đường Cam Lộ, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;10.0;1;1;4;4;3.25;48.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;6.0;1;1;8;8;24.8;102.0; Phố Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
Đông Nam;4.0;2;1;4;4;5.9;41.0; Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;6.0;2;0;6;5;22.0;57.0; Phố Phùng Hưng, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;20.0;0;0;5;5;36.0;166.0; Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;8.0;2;0;4;4;6.25;46.0; Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;4.0;2;0;4;4;5.45;50.0; Phố Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;6.0;1;1;5;7;10.5;45.0; Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;6;5;5.8;35.0; Phố Lạc Trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;1;0;5;6;4.95;50.0; Phố An Hòa, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;4;6.05;50.0; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;35.0;1;1;1;2;1.82;170.0; Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;3.0;2;0;3;3;3.42;78.0; Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội;3;Đông Anh;2.186;6.27
_;10.0;0;0;3;4;14.0;232.0; Cách đường Bắc Thăng Long Nội Bài 100m, Xã Nam Hồng, Huyện Đông Anh, Hà Nội;3;Đông Anh;2.186;6.27
_;3.0;2;0;3;2;2.95;50.0; Xã Tiên Dương, Huyện Đông Anh, Hà Nội;3;Đông Anh;2.186;6.27
Tây Bắc;1.0;1;1;4;5;8.5;55.0; Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;75.0;1;0;2;3;3.199;59.0; Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;4.0;1;1;4;4;12.8;75.0; 99 Phố Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội;3;Đống Đa;37.161;6.27
_;3.0;2;1;3;3;2.4;31.0; Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
Nam;11.0;1;1;1;4;3.0;114.0; Đường Lê Trọng Tấn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;5.0;2;1;2;3;5.3;94.0; Đường Duy Tân, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;6.0;2;0;2;3;5.3;120.0; Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;6.0;2;0;2;3;5.4;83.0; Đường Hàm Nghi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng;8;Thanh Khê;19.48;2.58
_;6.0;1;0;3;3;6.2;81.0; Đường Tiên Sơn 20, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng;8;Hải Châu;8.649;2.58
_;8.0;2;1;2;4;7.5;62.0; Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;4.0;2;1;4;4;5.5;59.0; Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội;3;Bắc Từ Liêm;7.529;6.27
_;15.0;1;1;1;3;1.3;125.0; Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, Hồ Chí Minh;7;Bình Chánh;2.792;5.81
_;30.0;1;1;2;1;17.0;60.0; Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;7.0;2;0;2;4;3.55;38.0; Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
Đông Bắc;3.0;2;1;1;2;1.15;110.0; 19 Đường ĐT 601, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng;8;Hòa Vang;199.0;2.58
Tây Bắc;13.0;1;1;1;5;4.3;80.0; Đường Nguyễn Công Mỹ, Phường Trần Thành Ngọ, Quận Kiến An, Hải Phòng;4;Kiến An;3.988;10.34
_;6.0;2;1;4;5;12.5;48.0; Quận Phú Nhuận TPHCM Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh;7;Phú Nhuận;33.461;5.81
_;10.0;0;1;3;4;6.4;90.0; Tạ Quang Bửu Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh;7;Bình Chánh;2.792;5.81
_;15.0;1;1;3;5;99.0;195.0; Phố Phù Đổng Thiên Vương, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;10.0;2;1;2;3;15.5;140.0; Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;30.0;1;1;8;16;17.0;80.0; Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;6.0;2;1;3;3;6.8;60.0; Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;20.0;1;1;7;23;22.0;110.0; Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;6.0;2;1;3;3;7.5;65.0; Đường Tầm Vu, Phường 26, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;5.0;0;1;7;10;16.0;100.0; Phố Nguyễn Công Trứ, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;16.0;1;1;30;6;18.0;100.0; Đường Võ Văn Ngân, Phường Bình Thọ, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;10.0;1;1;2;4;12.0;86.0; Đường Số 48, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;6.0;1;0;4;4;11.0;55.0; Phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;15.0;1;0;4;4;8.5;100.0; Đường Trịnh Đình Thảo, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;4.0;2;1;3;8;5.7;85.0; Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;8;Ngũ Hành Sơn;2.248;2.58
_;5.0;2;0;1;3;3.05;63.0; Đường Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hoà, Đồng Nai;9;Biên Hòa;4.004;5.3
_;4.0;2;0;2;2;7.0;60.0; Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;8.0;2;1;4;6;16.5;65.0; Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;15.0;1;0;7;7;52.0;112.0; Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;12.0;2;1;6;6;52.5;200.0; Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;8.0;2;1;5;4;18.0;60.0; Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;3;Cầu Giấy;23.516;6.27
